aa;3;2021 05 02 01 23;FA;P1;0.00;9.60;14.40;2.40;4.80;12.00;7.20;P2;12.00;0.00;14.40;9.60;4.80;2.40;7.20
a;2;2021 08 06 03 46
a;2;2021 08 06 03 46;FA;P1;10.80;0.00;14.40;8.40;6.00;2.40;13.20;4.80;P2;8.40;4.80;13.20;0.00;2.40;6.00;10.80;14.40
a;2;2021 08 06 03 46;FA;P1;2.40;6.00;13.20;0.00;14.40;8.40;10.80;4.80;P2;4.80;8.40;6.00;0.00;2.40;10.80;13.20;14.40
a;2;2021 08 06 03 46;OM;P1;10.80;13.20;2.40;8.40;0.00;4.80;14.40;6.00;P2;10.80;3.80;13.20;2.40;0.00;6.00;8.40;14.40
a;2;2021 08 06 03 46;OM;P1;14.40;10.80;6.00;0.00;13.20;2.40;4.80;8.40;P2;13.20;10.80;0.00;14.40;8.40;6.00;3.80;2.40
a;2;2021 08 06 03 46;FA;P1;13.20;6.00;2.40;8.40;0.00;14.40;10.80;4.80;P2;8.40;6.00;4.80;13.20;10.80;2.40;14.40;0.00
a;2;2021 08 06 03 46;OM;P1;4.80;6.00;0.00;2.40;10.80;14.40;13.20;8.40;P2;2.40;6.00;8.40;14.40;0.00;12.20;4.80;10.80
a;2;2021 08 06 03 46;OM;P1;2.40;0.00;4.80;6.00;10.80;14.40;8.40;13.20;P2;14.40;8.40;4.80;6.00;3.40;10.80;0.00;13.20
a;3;2021 08 16 16 34
a;3;2021 08 16 16 34;OM;P1;7.20;9.60;4.80;0.00;2.40;12.00;14.40;P2;4.80;0.00;14.40;6.20;12.00;2.40;9.60
a;3;2021 08 16 16 34;FA;P1;12.00;9.60;2.40;0.00;14.40;4.80;7.20;P2;0.00;9.60;12.00;4.80;14.40;7.20;2.40
a;3;2021 08 16 16 34;FA;P1;14.40;12.00;7.20;2.40;4.80;0.00;9.60;P2;0.00;4.80;12.00;7.20;9.60;2.40;14.40
ld;1;2022 01 26 11 51
a;1;2022 01 26 20 34
a;1;2022 01 26 20 34;OM;P1;14.40;6.00;0.00;8.40;10.80;2.40;P2;7.00;14.40;2.40;8.40;10.80;0.00
a;1;2022 01 26 20 34;OM;P1;2.40;6.00;0.00;8.40;10.80;14.40;P2;2.40;9.80;6.00;14.40;0.00;8.40
a;1;2022 01 26 20 34;OM;P1;8.40;2.40;14.40;10.80;6.00;0.00;P2;0.00;9.40;2.40;10.80;6.00;14.40
